gene	Class
YGR009C	IX
YDR077W	X
YCR067C	X
YLR026C	IV
SEE1	VII
YBL066C	VIII
YGL100W	IX
YDR363W-A	V
YLR430W	VI
YMR059W	VI
YAR008W	VII
YOR184W	IV
YGR208W	VII
YER081W	IV
YDR023W	X
YJL168C	VI
YKR029C	VII
YOR165W	VIII
YDL168W	X
YNL049C	IX
YHR098C	X
YOR315W	VI
YLR321C	IX
YLL003W	VI
YLR403W	VIII
YKL006C-A	V
YBL102W	X
YLR336C	VII
YGL066W	V
YOR007C	X
YKR043C	VII
YBL031W	IV
YKL130C	VI
YBR130C	VI
YDR393W	VI
YBR263W	X
YLR058C	X
YER118C	X
YIL104C	VI
YDL212W	IX
YHL006C	II
YDR078C	V
YGR112W	IX
YOR137C	IX
YLR079W	VII
YBR103W	VII
YOL031C	IV
YIL123W	VIII
YOL004W	X
YDR422C	IX
YGL208W	VII
YNL257C	IX
YMR140W	IX
YLR442C	VIII
YEL065W	IV
YHR149C	IX
YLR398C	VIII
YPR189W	X
YGR195W	VII
YOR076C	VII
YGL213C	X
YGR143W	VIII
YHR206W	VI
YNL167C	VIII
YDR328C	IX
YPL026C	VIII
YMR216C	VII
YBL007C	X
YDL052C	IV
YKL108W	VI
YGL113W	VIII
YDR489W	IV
YOR060C	VII
YDR515W	IX
YOR008C	VIII
YGR271W	VI
YGR212W	VII
YOR195W	VI
YDL033C	VII
YBR077C	VII
YCR024C	IX
YIL147C	VIII
YER180C-A	II
YOR154W	IX
YLR139C	II
YDR088C	IV
YBR228W	VIII
YLR135W	IV
YDL013W	VIII
YER116C	III
YGR081C	VII
YOR307C	IX
YML066C	III
YER029C	VI
YFL008W	VI
YFR031C	VI
YLR086W	IV
YOL034W	VI
YLR383W	VI
YLR275W	V
YLR147C	V
YHR050W	IX
YLR034C	IV
YML058W	VI
YOR149C	IX
YFL017W-A	V
YKL079W	IX
YBR172C	IX
YDR525W-A	V
YJL151C	IV
YDL123W	VII
YOR327C	VI
YDR073W	VII
YNR023W	VI
YOR290C	VIII
YDL194W	IV
YBR289W	IX
YHL025W	VIII
YLR025W	VI
YPL002C	VIII
YGR197C	I
YNL086W	IX
YMR095C	I
YNL334C	VII
YMR322C	X
YDR011W	IV
YCR033W	VI
YGL131C	VI
YPR101W	V
YEL026W	IX
YDL098C	V
YGR013W	VIII
YOR357C	VII
YJL036W	VII
YJR104C	X
YOR353C	IX
YGL127C	VII
YNR034W	II
YMR066W	VI
YCL054W	VI
YFL002C	VI
YJR010C-A	V
YGL093W	VII
YDR356W	V
YDR201W	VIII
YML055W	VII
YMR117C	VI
YPL124W	IV
YLR066W	IX
YHR172W	VI
YNL126W	IX
YOL052C	II
YPR069C	X
YEL031W	X
YDR504C	IX
YMR107W	IX
YMR191W	IX
YLR313C	VIII
YER150W	IV
YHR136C	I
YPR133C	VI
YHL022C	X
YHR152W	V
YKR031C	VI
YHR153C	IX
YBR250W	II
YER046W	II
YPL138C	VIII
YBR152W	VII
YDR464W	VI
YGR059W	X
YER115C	IX
YOR313C	II
YJL127C	VIII
YPL175W	VI
YER148W	IX
YGL207W	X
YER161C	VI
YOL148C	IX
YMR179W	VI
YKL020C	VIII
YGR063C	VI
YML010W	VIII
YGR116W	VIII
YBR081C	VI
YHR041C	V
YER022W	VII
YBR253W	IV
YDR308C	VI
YML034W	VI
YCR018C	I
YDL133W	VI
YOR247W	IX
YLR082C	VIII
YKR091W	VIII
YGL097W	VII
YLR119W	V
YBL106C	IX
YCL037C	VIII
YNL189W	IV
YKL154W	IV
YKL122C	VI
YKR092C	VII
YPR088C	VIII
YPL243W	VIII
YMR101C	IV
YNL138W	X
YKL218C	IV
YAL005C	X
YLL024C	X
YBL075C	IX
YDL229W	X
YNL209W	X
YJR045C	X
YDR293C	VIII
YPL106C	X
YBR169C	VIII
YHR066W	VII
YDR312W	VIII
YBR283C	VIII
YKL124W	III
YCR073C	IX
YLR005W	IV
YPL042C	IX
YNL025C	VIII
YLR250W	VII
YDR086C	IX
YLR452C	IX
YPL092W	II
YJL156C	VII
YHR064C	X
YDR169C	VI
YMR019W	VII
YHR178W	III
YOR047C	VI
YLR362W	IX
YHR084W	IX
YJR086W	V
YFL026W	IX
YOR212W	VI
YDR103W	VI
YCL032W	VIII
YKL209C	VI
YDL130W-A	VI
YGR008C	IX
YIL126W	VI
YOR027W	X
YLR150W	X
YDR082W	VIII
YMR125W	VIII
YDR463W	VIII
YHR006W	VIII
YLR375W	IX
YDL048C	VIII
YJR130C	IV
YGL184C	II
YIR011C	VII
YGL022W	X
YLR305C	X
YMR054W	VIII
YGL169W	VI
YPR086W	VIII
YMR039C	II
YDL084W	X
YNL244C	VI
YJR007W	IX
YPL237W	VIII
YBR294W	I
YLR092W	I
YDR310C	VIII
YNL066W	VI
YDR172W	X
YBR143C	X
YPL057C	VIII
YDR297W	IX
SUR4	X
YML052W	VII
YGL162W	IV
YPR009W	IV
YPL029W	VIII
YDR346C	IV
YPL032C	VIII
YPL163C	VIII
YAL011W	VII
YBR231C	VIII
YLR385C	VII
YKL018W	VIII
YDR126W	IV
YPL016W	VIII
YJL176C	VII
YER111C	IV
YDR146C	VI
YLR182W	VI
YDR260C	VI
YNR004W	IV
YMR149W	IX
YNL081C	IX
YOR166C	VIII
YNL187W	VIII
YOR179C	VII
YDR416W	VI
YGR129W	III
YIL047C	VIII
YPL105C	VIII
YLR251W	VII
YCR030C	IX
YJL004C	VIII
YPR095C	VIII
YJL035C	I
YLR316C	V
YBR261C	IX
YPL009C	VIII
YDR167W	VII
YML015C	IX
YDR145W	IX
YPL129W	VI
YMR005W	VI
YBR198C	VI
YMR227C	VIII
YML114C	IV
YCR060W	V
YPR048W	VIII
YLR354C	X
YGL232W	VI
YIL129C	VIII
YLR154W-C	VII
YBR069C	IV
YOL020W	IV
YPR140W	X
YPL128C	VIII
YBR150C	IX
YNL087W	VIII
YML072C	X
YPL180W	VIII
YMR291W	VIII
YGR205W	IX
YHR159W	VI
YJR116W	II
YPR157W	VIII
YNL176C	VIII
YJL052W	X
YJR009C	X
YGR192C	X
YBR223C	VIII
YOR337W	VIII
YBR083W	IV
YIL039W	X
YPR080W	X
YBR118W	X
YKL081W	X
YBL088C	VI
YGR099W	VI
YML064C	VII
YLR010C	IV
YNL253W	IX
YKL028W	VIII
YKR062W	VII
YDR311W	VII
YDR460W	VI
YPR056W	IV
YDR079C-A	III
YBR123C	IV
YGR047C	VI
YPL007C	VIII
YGR186W	VIII
YGR005C	VIII
YLR178C	X
YKR089C	VIII
YPL157W	VIII
YGR024C	VI
YPR121W	IX
YDL080C	IV
YPL214C	VIII
YOR192C	II
YDR438W	IX
YER063W	IX
YNL139C	VIII
YOL072W	VIII
YHR167W	VII
YPR045C	VI
YHR025W	X
YCR053W	X
YIL078W	X
TID3	VI
YKR059W	X
YMR260C	IX
YJL138C	X
YPR163C	X
YMR146C	IX
YDR429C	VII
YGR162W	X
YGL049C	VI
YPR016C	VIII
YHR005C-A	IX
YDR322C-A	IX
YGR181W	IX
YJL143W	IX
YOR297C	VII
YDL217C	VII
YNR017W	IV
YIL022W	VIII
YPL063W	VIII
YJL054W	VIII
YJR135W-A	V
YEL020W-A	V
YBR067C	X
YOR010C	II
YLR136C	II
YPR074C	X
YOL018C	IV
YLR327C	IX
YKL056C	X
YER007C-A	IX
YMR269W	VII
YDR117C	IV
YLR262C-A	IX
YDR107C	X
YER113C	IX
YER175C	I
YOR194C	VII
YKL058W	VIII
YBL054W	IX
YNL273W	VII
YKR010C	VI
YJL093C	VII
YDR457W	X
YNL131W	X
YMR203W	IX
YPR133W-A	V
YNL121C	VIII
YHR117W	IX
YOL006C	VI
YNL088W	X
YKL203C	X
YBR162C	X
YGL179C	II
YLR183C	VIII
YNL300W	VI
YGL096W	IV
YAL016W	VIII
YDR050C	X
YJL164C	VIII
YPL203W	VIII
YKL166C	IX
YNL079C	VIII
YIL138C	VII
YGL186C	VII
YLL028W	IV
YGR138C	VIII
YOR273C	VIII
YKL174C	VIII
YMR156C	VIII
YMR261C	X
YHR099W	VIII
YMR233W	VII
YJL129C	VI
YKR050W	X
YDR120C	VI
YOL093W	VI
YOL124C	IV
YOL125W	III
YDL112W	IX
YPL030W	VIII
YDR165W	IX
YML014W	VIII
YDR007W	IV
YKL211C	X
YGL026C	X
YHR106W	IX
YDR407C	IX
YDR246W	VII
YOR115C	IX
YLR043C	X
YGR209C	IV
YCR083W	VI
YKR079C	IX
YML028W	X
YBR265W	VIII
YDL015C	X
YBR058C-A	V
YML100W	X
YDL060W	VI
YLR435W	VII
YOR006C	IV
YOL022C	IX
YFL037W	X
YML124C	VIII
YLR212C	VII
YOR187W	X
YKL034W	VIII
YCR084C	VIII
YLR425W	VI
YDR100W	V
YKR088C	IX
YOR344C	II
YBR166C	IV
YGR185C	IX
YPL207W	VIII
YGL050W	IV
YOR295W	V
YKL210W	X
YDR390C	IV
YPR066W	IV
YHR111W	VII
YDR177W	III
YLR306W	V
YDR092W	IV
YBR082C	VIII
YDR059C	V
YER100W	IX
YMR022W	VIII
YEL012W	V
YDL064W	V
YLL039C	VIII
YDL122W	VIII
YNL186W	VI
YJL197W	VI
YBL067C	IX
YPL072W	VIII
YOR124C	IX
YER151C	VIII
YER144C	IX
YFR010W	VIII
YMR223W	IX
YGR184C	VIII
YBR165W	V
YML013W	VIII
YMR067C	VIII
YDR330W	VII
YJL048C	V
YBR273C	VIII
YGR048W	VI
YDL190C	X
YKL010C	VI
YOR075W	VII
YDL170W	VII
YDR470C	VII
YPL003W	IV
YPL020C	VIII
YIL031W	IX
YOR191W	VIII
YPL139C	IV
YDR207C	VII
YML021C	VII
YDR213W	IX
YGR072W	VI
YLR193C	IX
YLR168C	VI
YDR185C	IV
YKL216W	IV
YMR271C	V
YJL130C	IV
YEL021W	IV
YLR420W	IV
YML106W	X
YKL024C	IX
YBL039C	X
YJR103W	II
YKL014C	X
YJR041C	IX
YNL229C	V
YNR012W	IX
YIL008W	VI
YML029W	VIII
YLR132C	VII
YGL098W	IX
YDL058W	VI
YPL230W	V
YKR042W	VIII
YJL109C	VIII
YMR093W	IX
YJL069C	IX
YBL004W	X
YLR409C	IX
YGR090W	VI
YIL091C	VI
YDR324C	VI
YDR398W	VI
YER082C	VII
YGR128C	VII
YHR196W	VII
YEL040W	IV
YEL035C	I
YLR386W	VIII
YCL063W	VI
YNL054W	VI
YEL013W	VIII
YOR106W	VI
YDL077C	VI
YGL212W	VII
YGR094W	X
YBR293W	VIII
YDR119W	X
YIL056W	III
YIL135C	VIII
YGR065C	IV
YLR373C	IX
YGL227W	VII
YPL253C	VIII
YLR410W	X
YDL185W	X
YHR039C-A	X
YPL234C	X
YPR036W	VIII
YHR026W	IX
YBR127C	X
YHR060W	IV
YEL027W	X
YOR332W	X
YKL080W	X
YLR447C	X
YGR020C	IX
YHL035C	VI
YDR049W	VII
YGR106C	X
YOR270C	X
YKR001C	X
YLL040C	X
YBR097W	VIII
YPL045W	VIII
YOR132W	VIII
YMR077C	IV
YOR089C	VI
YJR102C	IV
YNR006W	VI
YPL065W	VIII
YHR012W	VI
YPL120W	VIII
YLR396C	VII
YLR240W	IV
YJL154C	VII
YPR173C	VIII
YGL095C	VI
YOR069W	VII
YDR486C	VIII
VPS66	VI
YOL129W	IX
YJR126C	IX
YML041C	VII
YDR485C	VI
YGL104C	IX
YDR372C	IV
YNL246W	V
YAL002W	VI
YML097C	VII
YGL225W	X
YLR181C	VIII
YER072W	IX
YFL004W	IV
YPL019C	IV
YJL012C	X
YMR197C	VII
YOR359W	IV
YOR043W	IX
YDL224C	IX
YOL097C	IV
YOL105C	IX
YHL028W	IX
YHR134W	VII
YOR229W	IX
YFL010C	IV
YLR090W	III
YGR194C	VIII
YGL173C	X
YDR369C	IX
YLR070C	IX
YJR067C	VII
YNL107W	VIII
YPL252C	VIII
YJL141C	VIII
YAL019W-A	VII
YAL026C-A	IX
YAL047W-A	I
YAL059C-A	II
YAL064W-B	I
YHR161C	VIII
YGR241C	IV
YHL009C	VIII
YIR018W	VII
YAR009C	X
YAR010C	X
YAR029W	VIII
YAR053W	II
YAR070C	I
YPL239W	VIII
YAR035W	II
YER024W	IV
YBL005W-A	IV
YBL005W-B	X
YBL010C	VI
YBL028C	VI
YBL029C-A	V
YBL029W	II
YBL039W-B	IX
YBL055C	IX
YBL059W	V
YBL071C	I
YBL073W	I
YBL081W	VIII
YBL083C	IX
YBL096C	IV
YBL100W-A	IV
YBL100W-B	X
YBL107C	VI
YBL111C	VIII
YBL113C	X
YBR216C	VIII
YBR012C	I
YBR012W-B	X
YBR013C	IV
YBR053C	VII
YBR056W	IV
YBR063C	VIII
YBR071W	VIII
YBR085C-A	VIII
YBR090C	V
YBR096W	VII
YBR126W-A	VI
YBR137W	IX
YBR138C	VI
YBR139W	X
YBR144C	I
YBR190W	V
YBR197C	VIII
YBR206W	IX
YBR209W	II
YBR220C	VIII
YBR225W	VIII
YBR230W-A	IV
YBR238C	III
YBR241C	IX
YBR242W	VIII
YBR255C-A	V
YBR259W	VI
YBR271W	VIII
YBR277C	I
YBR284W	II
YBR287W	VIII
YLL048C	VIII
YDR325W	VIII
YGR203W	II
YHR135C	VIII
YCL007C	I
YCL012C	V
YCL019W	X
YCL021W-A	X
YCL041C	VII
YCL042W	X
YCL048W-A	X
YCL049C	II
YCL065W	III
YCR007C	IV
YCR015C	III
YCR016W	VI
YCR018C-A	I
YCR022C	V
YCR024C-B	VIII
YCR025C	IV
YCR041W	I
YCR043C	VIII
YCR061W	I
YCR064C	II
YCR085W	III
YCR087C-A	IX
YCR097W-A	III
YCR101C	VIII
YLL055W	IV
YPL087W	VIII
YDL012C	V
YDL026W	V
YDL027C	VIII
YDL057W	VII
YDL063C	VI
YDL073W	VII
YDL085C-A	VII
YDL086C-A	I
YDL086W	VIII
YDL119C	II
YDL129W	VII
YDL156W	VII
YDL158C	IX
YDL172C	IX
YDL176W	VI
YDL177C	V
YDL183C	II
YDL185C-A	IV
YDL187C	I
YDL199C	IV
YDL211C	V
YDL241W	V
YDR008C	III
YDR026C	VII
YDR034C-C	IV
YDR034C-D	X
YDR048C	IV
YDR056C	VI
YDR098C-A	X
YDR098C-B	X
YDR124W	III
YDR132C	IV
YDR133C	IX
YDR154C	X
YDR157W	IX
YDR161W	VII
YDR170W-A	IV
YDR186C	VIII
YDR210C-C	X
YDR210C-D	X
YDR210W	VI
YDR210W-A	VII
YDR210W-B	X
YDR220C	III
YDR230W	I
YDR250C	I
YDR261C-C	X
YDR261C-D	X
YDR261W-A	VII
YDR261W-B	X
YDR262W	VIII
YDR266C	VIII
YDR278C	VIII
YDR306C	VII
YDR316W-A	X
YDR316W-B	X
YDR333C	X
YDR336W	VII
YDR338C	IX
YDR340W	IV
YDR341C	X
YDR348C	VI
YDR365W-A	X
YDR365W-B	X
YDR366C	II
YDR374W-A	VII
YDR379C-A	V
YDR381C-A	V
YDR387C	IV
YDR391C	II
YDR396W	I
YDR426C	I
YDR433W	IV
YDR444W	VI
YDR445C	II
YDR461C-A	V
YDR476C	II
YDR506C	III
YDR514C	IV
YDR524C-B	IX
YEL006W	VI
YLR249W	X
YLL012W	II
YEL020C	IX
YEL023C	VIII
YEL025C	X
YEL045C	III
YEL047C	IV
YEL057C	III
YEL073C	III
YEL076C	VIII
YEL076C-A	VIII
YEL077C	X
YBL060W	IX
YER041W	VII
YER010C	VIII
YER034W	III
YER038W-A	III
YER053C-A	VIII
YER064C	IV
YER067C-A	I
YER076C	IV
YER077C	VI
YER079W	IX
YER088C-A	X
YER097W	I
YER121W	II
YER134C	VI
YER137C	IX
YER137C-A	X
YER137W-A	I
YER138C	X
YER152C	X
YER156C	VIII
YER158C	IV
YER158W-A	III
YER159C-A	X
YER160C	X
YER163C	VIII
YER186C	X
YKL065C	VI
YMR040W	III
YDL072C	IX
YDL120W	IV
YFL002W-A	X
YFL002W-B	IV
YFL021C-A	IV
YFL032W	VIII
YFL042C	VII
YFL052W	IV
YFL054C	IV
YFL066C	X
YFR006W	IX
YFR016C	IV
YFR032C-B	III
YFR034W-A	IV
YFR035C	III
YFR039C	VIII
YFR045W	V
YFR052C-A	X
YOL128C	V
YGL036W	VIII
YGL041W-A	V
YGL072C	III
YGL088W	II
YGL108C	V
YGL109W	I
YGL114W	VIII
YGL117W	II
YGL118C	II
YGL140C	X
YGL152C	III
YGL176C	IX
YGL177W	IV
YGL182C	I
YGL188C-A	III
YGL199C	I
YGL217C	X
YGL239C	II
YGL242C	IX
YGR012W	VII
YGR016W	IV
YGR021W	VII
YGR022C	I
YGR025W	III
YGR026W	IX
YGR027W-A	X
YGR027W-B	X
YGR035C	II
YGR038C-A	X
YGR038C-B	X
YGR039W	III
YGR045C	III
YGR050C	III
YGR054W	IX
YGR069W	II
YGR079W	II
YGR093W	VI
YGR107W	III
YGR109W-B	VI
YGR117C	VII
YGR121W-A	II
YGR122W	IV
YGR125W	IX
YGR130C	VI
YGR137W	IX
YGR149W	VI
YGR153W	I
YGR160W	IX
YGR161C-C	X
YGR161C-D	X
YGR161W-A	IV
YGR161W-B	X
YGR161W-C	IV
YGR169C-A	VII
YGR174W-A	X
YGR176W	I
YGR250C	VIII
YGR266W	IX
YGR269W	III
YGR283C	VI
YHR029C	IV
YHR048W	III
YHL005C	III
YHL008C	VIII
YHL009W-A	VII
YHL009W-B	VI
YHL017W	IX
YHL018W	VII
YHL019W-A	III
YHL026C	VII
YHL042W	I
YHL050C	X
YDR451C	IV
YHR003C	VI
YHR007C-A	IX
YHR020W	X
YHR022C-A	II
YHR033W	IX
YHR049C-A	I
YHR054C	IV
YHR070C-A	III
YHR078W	VII
YHR080C	IX
YHR095W	IV
YHR097C	IV
YHR112C	III
YHR122W	VII
YHR140W	I
YHR145C	II
YHR162W	IX
YHR180W	III
YHR182W	VII
YHR210C	IV
YHR214C-B	X
YHR214C-C	X
YHR214C-E	I
YHR218W	X
YHR219W	VIII
YIL006W	IX
YIL001W	VIII
YIL002W-A	VI
YIL030W-A	IX
YIL047C-A	X
YIL055C	VIII
YIL082W-A	VIII
YIL089W	III
YIL100C-A	III
YIL100W	I
YIL102C-A	V
YIL108W	II
YIL141W	VII
YIL151C	VIII
YIL152W	IV
YIL156W-A	V
YIL156W-B	V
YIL161W	VI
YIL166C	VIII
YIL177C	VIII
YGR172C	X
YNL044W	VI
YGL198W	VII
YGL161C	IX
YIR014W	VII
YIR016W	IX
YIR018C-A	IX
YIR035C	VIII
YJL015C	III
YJL047C-A	I
YJL049W	VII
YJL055W	VII
YJL064W	II
YJL067W	I
YJL107C	II
YJL113W	VI
YJL118W	VII
YJL119C	I
YJL127C-B	IV
YJL132W	III
YJL133C-A	II
YJL135W	VII
YJL147C	VII
YJL156W-A	III
YJL160C	I
YJL181W	VIII
YJL193W	VIII
YJL213W	I
YJR003C	VII
YJR008W	IV
YJR012C	V
YJR015W	X
YJR018W	I
YJR026W	X
YJR027W	X
YJR028W	X
YJR029W	X
YJR030C	VII
YJR039W	VII
YJR054W	IX
YJR061W	IX
YJR071W	III
YJR085C	IX
YJR087W	IV
YJR112W-A	IX
YJR115W	X
YJR120W	VII
YJR124C	VII
YJR128W	III
YJR129C	IV
YJR141W	VIII
YJR146W	III
YJR149W	IV
YJR154W	III
YKL095W	VII
YKL094W	IX
YKL023W	VII
YKL027W	IV
YKL030W	II
YKL033W-A	X
YKL044W	III
YKL047W	VII
YKL063C	IV
YKL066W	IX
YKL068W-A	V
YKL069W	IV
YKL075C	VI
YKL077W	VII
YKL100C	VIII
YKL102C	II
YKL105C	VI
YKL106C-A	III
YKL115C	III
YKL118W	III
YKL151C	III
YKL165C-A	VII
YKR011C	VII
YKR015C	II
YKR018C	VIII
YKR041W	III
YKR045C	VIII
YKR051W	VII
YKR070W	X
YKR073C	III
YKR075C	VI
YKR075W-A	III
YKR096W	VIII
YMR284W	IV
YHL014C	VI
YLL032C	VIII
YLL037W	III
YLL047W	I
YLL059C	III
YLR001C	IX
YLR030W	II
YLR035C-A	X
YLR036C	V
YLR042C	II
YLR050C	IX
YLR063W	VII
YLR072W	IV
YLR099W-A	V
YLR108C	IV
YLR112W	III
YLR143W	IV
YLR146W-A	V
YLR154W-E	VII
YLR157C-A	X
YLR157C-B	X
YLR157W-D	I
YLR169W	III
YLR171W	II
YLR173W	IV
YLR177W	IX
YLR179C	IV
YLR194C	VIII
YLR211C	V
YLR224W	IX
YLR227W-A	X
YLR227W-B	X
YLR243W	IV
YLR255C	I
YLR257W	IV
YLR271W	VI
YLR278C	VIII
YLR280C	II
YLR281C	II
YLR283W	IX
YLR287C	VII
YLR290C	VI
YLR297W	II
YLR307C-A	II
YLR326W	II
YLR352W	IV
YLR361C-A	V
YLR363W-A	V
YLR366W	III
YLR400W	III
YLR407W	VII
YLR410W-A	IV
YLR410W-B	X
YLR412C-A	II
YLR415C	I
YLR416C	I
YLR419W	VI
YLR446W	IV
YLR455W	VI
YLR456W	V
YLR462W	IV
YLR464W	X
YPR058W	VIII
YBR104W	VII
YML038C	VIII
YPR024W	VIII
YMR302C	IX
YML002W	VIII
YML003W	VII
YML007C-A	III
YML009W-B	IX
YML012C-A	I
YML037C	VII
YML039W	X
YML040W	X
YML045W	X
YML045W-A	X
YML047W-A	IX
YML053C	IX
YML084W	II
YML101C-A	VII
YML108W	VI
YML116W-A	VIII
YML025C	IX
YMR001C-A	III
YMR010W	IX
YMR027W	VIII
YMR030W-A	IX
YMR031W-A	VIII
YMR034C	VIII
YMR045C	X
YMR046C	IV
YMR050C	X
YMR051C	X
YMR074C	VIII
YMR086W	VI
YMR087W	IV
YMR090W	IX
YMR099C	X
YMR102C	IV
YMR111C	VIII
YMR114C	V
YMR122C	I
YMR122W-A	VIII
YMR124W	VIII
YMR130W	VIII
YMR134W	V
YMR160W	VIII
YMR166C	IX
YMR173W-A	X
YMR181C	VIII
YMR187C	IX
YMR194C-A	VII
YMR196W	IX
YMR209C	X
YMR210W	IX
YMR221C	X
YMR226C	X
YMR245W	I
YMR252C	IX
YMR254C	I
YMR262W	VII
YMR290W-A	IX
YMR304C-A	IX
YMR306C-A	III
YMR310C	VIII
YMR315W	X
YMR316C-A	X
YMR321C	VIII
YER005W	IX
YOR064C	VI
YHR090C	VII
YKL067W	VII
YNL017C	I
YNL022C	VIII
YNL024C	III
YNL035C	II
YNL042W-B	I
YNL050C	VI
YNL054W-A	X
YNL092W	VII
YNL108C	IX
YNL115C	IX
YNL134C	X
YNL140C	VIII
YNL143C	IV
YNL146W	V
YNL155W	VII
YNL162W-A	V
YNL165W	IX
YNL179C	I
YNL198C	III
YNL208W	IX
YNL211C	V
YNL217W	IV
YNL228W	II
YNL234W	IX
YNL247W	X
YNL260C	VI
YNL276C	III
YNL277W-A	II
YNL284C-A	IV
YNL284C-B	X
YNL295W	I
YNR029C	VI
YNR048W	IX
YNR061C	IX
YNR063W	VII
YNR065C	VIII
YNR068C	IX
YNR073C	IV
YOL013W-A	IV
YOL014W	VI
YOL019W-A	I
YOL029C	IX
YOL035C	X
YOL037C	I
YOL057W	X
YOL073C	IX
YOL075C	IV
YOL085C	VII
YOL085W-A	III
YOL086W-A	II
YOL087C	IV
YOL092W	X
YOL097W-A	II
YOL103W-A	X
YOL103W-B	X
YOL106W	II
YOL107W	IV
YOL114C	I
YOL159C-A	IV
YPR028W	VIII
YOR015W	IX
YOR019W	IV
YOR021C	IX
YOR052C	IX
YOR062C	VII
YOR072W	III
YOR072W-A	I
YOR082C	II
YOR097C	VI
YOR105W	IX
YOR121C	X
YOR131C	IX
YOR142W-A	X
YOR142W-B	X
YOR152C	VII
YOR186C-A	I
YOR186W	III
YOR192C-A	IV
YOR192C-B	X
YOR199W	III
YOR200W	II
YOR203W	VII
YOR223W	IX
YOR225W	I
YOR248W	X
YOR262W	VIII
YOR277C	I
YOR292C	IV
YOR304C-A	V
YOR316C-A	III
YOR318C	III
YOR333C	II
YOR338W	IX
YOR343C	IV
YOR343W-A	VII
YOR343W-B	X
YOR364W	III
YOR365C	III
YOR390W	III
YER074W-A	V
YDR057W	VI
YML027W	VII
YBR183W	V
YDL235C	IX
YFR003C	VI
YMR104C	VIII
YBR028C	VIII
YOR291W	X
YPL014W	IV
YPL041C	IX
YPL066W	VI
YPL067C	III
YPL068C	IX
YPL071C	VI
YPL077C	IX
YPL088W	II
YPL107W	VIII
YPL108W	VI
YPL109C	IV
YPL114W	III
YPL150W	VIII
YPL162C	VII
YPL168W	V
YPL216W	IV
YPL222C-A	I
YPL225W	VIII
YPL245W	II
YPL247C	VIII
YPL250W-A	I
YPL251W	IX
YPL257W-A	X
YPL257W-B	X
YPL260W	VIII
YPL272C	VIII
YPL279C	IV
YGR198W	VIII
YPR010C-A	V
YPR011C	VI
YPR013C	VIII
YPR022C	VIII
YPR036W-A	IV
YPR039W	VII
YPR050C	III
YPR053C	VIII
YPR063C	VI
YPR071W	VIII
YPR077C	I
YPR078C	I
YPR089W	VIII
YPR091C	VIII
YPR096C	III
YPR097W	VIII
YPR098C	V
YDR368W	X
YPR108W-A	II
YPR114W	X
YPR117W	VIII
YPR137C-A	X
YPR137C-B	X
YPR147C	VIII
YPR148C	VIII
YPR150W	III
YPR158C-C	X
YPR158C-D	X
YPR158W-A	X
YPR158W-B	X
YPR169W-A	VI
YPR170C	II
YPR170W-B	VI
YPR174C	VIII
YPR202W	VII
YLR121C	IV
YDR349C	VIII
YBR264C	VII
YNL304W	VII
YER031C	VIII
YGL210W	VI
YHR105W	VII
YKR014C	VI
YLR262C	VII
YDR381W	IX
YDR002W	X
YGL164C	VII
YER190W	VIII
YGR296W	VII
YLR466W	X
YNL339C	VII
YPL283C	VII
YOR396W	VIII
YOR172W	VIII
YBR054W	VIII
YBR111C	IX
YHR017W	VII
YNL138W-A	V
YLR277C	VI
YHR155W	II
YDR326C	VIII
YOR003W	IV
YBR148W	IV
YBR162W-A	V
YMR089C	IX
YPL074W	VIII
YGR270W	VIII
YPR107C	VIII
YOR272W	IV
YOR087W	II
YIR026C	X
YJL056C	VII
YMR273C	VI
YNL310C	VII
YOL154W	VII
YER033C	IX
YGL255W	VII
YBR046C	IV
YGR285C	X
YNL241C	X
